Sentence,new_sentence,tags,tokens
"Sugar on the lowlands, coffee on the upper, and tobacco on the lower mountain slopes are the principal crops.","Sugar on the lowlands, coffee on the upper, and tobacco on the lower Erebus slopes are the principal crops.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O']","['Sugar', 'on', 'the', 'lowlands', 'coffee', 'on', 'the', 'upper', 'and', 'tobacco', 'on', 'the', 'lower', 'Erebus', 'slopes', 'are', 'the', 'principal', 'crops', '.']"
That is the highest mountain in the world.,That is the highest Mount Kilimanjaro in the world.,"['O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O']","['That', 'is', 'the', 'highest', 'Mount', 'Kilimanjaro', 'in', 'the', 'world', '.']"
"Eastwards the mountain system, the Jebel Sangeli, maintains the same general character as far as Bandar Gori (Las Korai), where the precipitous northern cliffs approach within 200 or 300 yards of the gulf, their bare brown rocks and clays presenting the same uninviting appearance as the light brown hills skirting the Red Sea.","Eastwards the Sierra de San Pedro Martir system, the Jebel Sangeli, maintains the same general character as far as Bandar Gori (Las Korai), where the precipitous northern cliffs approach within 200 or 300 yards of the gulf, their bare brown rocks and clays presenting the same uninviting appearance as the light brown hills skirting the Red Sea.","['O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'I-MOUNTAIN', 'I-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['Eastwards', 'the', 'Sierra', 'de', 'San', 'Pedro', 'Martir', 'system', 'the', 'Jebel', 'Sangeli', 'maintains', 'the', 'same', 'general', 'character', 'as', 'far', 'as', 'Bandar', 'Gori', 'Las', 'Korai', 'where', 'the', 'precipitous', 'northern', 'cliffs', 'approach', 'within', '200', 'or', '300', 'yards', 'of', 'the', 'gulf', 'their', 'bare', 'brown', 'rocks', 'and', 'clays', 'presenting', 'the', 'same', 'uninviting', 'appearance', 'as', 'the', 'light', 'brown', 'hills', 'skirting', 'the', 'Red', 'Sea', '.']"
"The clouds (not always caused by the south-easter) form very suddenly, and the weather on the mountain is exceedingly changeable.","The clouds (not always caused by the south-easter) form very suddenly, and the weather on the Sierra Nevada de Santa Marta is exceedingly changeable.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'I-MOUNTAIN', 'I-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O']","['The', 'clouds', 'not', 'always', 'caused', 'by', 'the', 'south', 'easter', 'form', 'very', 'suddenly', 'and', 'the', 'weather', 'on', 'the', 'Sierra', 'Nevada', 'de', 'Santa', 'Marta', 'is', 'exceedingly', 'changeable', '.']"
"Shut off from the adjacent Indian Ocean by its mountain barrier, the drainage of the country is westward to the distant Atlantic. As its name implies, the chief rivers rise in Mont aux Sources.","Shut off from the adjacent Indian Ocean by its Ararat barrier, the drainage of the country is westward to the distant Atlantic. As its name implies, the chief rivers rise in Mont aux Sources.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['Shut', 'off', 'from', 'the', 'adjacent', 'Indian', 'Ocean', 'by', 'its', 'Ararat', 'barrier', 'the', 'drainage', 'of', 'the', 'country', 'is', 'westward', 'to', 'the', 'distant', 'Atlantic', '.', 'As', 'its', 'name', 'implies', 'the', 'chief', 'rivers', 'rise', 'in', 'Mont', 'aux', 'Sources', '.']"
"The birds are similar to those of central Europe; in the mountains vultures, eagles, buzzards, kites, falcons and hawks are found.","The birds are similar to those of central Europe; in the Aconcagua vultures, eagles, buzzards, kites, falcons and hawks are found.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['The', 'birds', 'are', 'similar', 'to', 'those', 'of', 'central', 'Europe', 'in', 'the', 'Aconcagua', 'vultures', 'eagles', 'buzzards', 'kites', 'falcons', 'and', 'hawks', 'are', 'found', '.']"
"The chief development of this family, both as to size and number of forms, is in the mountain regions with a temperate climate; the smaller species are found in the hotter regions and in the low-lying rivers.","The chief development of this family, both as to size and number of forms, is in the Yangtze Mountains regions with a temperate climate; the smaller species are found in the hotter regions and in the low-lying rivers.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['The', 'chief', 'development', 'of', 'this', 'family', 'both', 'as', 'to', 'size', 'and', 'number', 'of', 'forms', 'is', 'in', 'the', 'Yangtze', 'Mountains', 'regions', 'with', 'a', 'temperate', 'climate', 'the', 'smaller', 'species', 'are', 'found', 'in', 'the', 'hotter', 'regions', 'and', 'in', 'the', 'low', 'lying', 'rivers', '.']"
"They reached a small encampment at the bottom of a mountain and passed around it, one calling out a greeting as someone trotted out to meet them.","They reached a small encampment at the bottom of a Kilimanjaro and passed around it, one calling out a greeting as someone trotted out to meet them.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['They', 'reached', 'a', 'small', 'encampment', 'at', 'the', 'bottom', 'of', 'a', 'Kilimanjaro', 'and', 'passed', 'around', 'it', 'one', 'calling', 'out', 'a', 'greeting', 'as', 'someone', 'trotted', 'out', 'to', 'meet', 'them', '.']"
"Sporadic insurrections had already broken out among the Bosnian Christians, and on the 1st of July 1875 the villagers of Nevesinje, which gives its name to a mountain neolithische Station von Butmir (Vienna 1895-1898); P. Ballif, Romische Strassen in Bosnien and Herzegovina (Vienna, 1893, &c.).","Sporadic insurrections had already broken out among the Bosnian Christians, and on the 1st of July 1875 the villagers of Nevesinje, which gives its name to a Mount Hood neolithische Station von Butmir (Vienna 1895-1898); P. Ballif, Romische Strassen in Bosnien and Herzegovina (Vienna, 1893, &c.).","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['Sporadic', 'insurrections', 'had', 'already', 'broken', 'out', 'among', 'the', 'Bosnian', 'Christians', 'and', 'on', 'the', '1st', 'of', 'July', '1875', 'the', 'villagers', 'of', 'Nevesinje', 'which', 'gives', 'its', 'name', 'to', 'a', 'Mount', 'Hood', 'neolithische', 'Station', 'von', 'Butmir', 'Vienna', '1895', '1898', 'P', '.', 'Ballif', 'Romische', 'Strassen', 'in', 'Bosnien', 'and', 'Herzegovina', 'Vienna', '1893', 'c', '.', '.']"
"Instead, he was working his backside off trying to climb an 11,000-foot mountain that never ended with the only power provided by his two aching legs.","Instead, he was working his backside off trying to climb an 11,000-foot Yushan that never ended with the only power provided by his two aching legs.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['Instead', 'he', 'was', 'working', 'his', 'backside', 'off', 'trying', 'to', 'climb', 'an', '11', '000', 'foot', 'Yushan', 'that', 'never', 'ended', 'with', 'the', 'only', 'power', 'provided', 'by', 'his', 'two', 'aching', 'legs', '.']"
"In East Siberia the Buriats occupy the Selenga and the Uda, parts of Nerchinsk, and the steppes between Irkutsk and the upper Lena, as also the Baikal Mountains and the island of Orkhon; they support themselves chiefly by live-stock breeding, but some, especially in Irkutsk, are agriculturists.","In East Siberia the Buriats occupy the Selenga and the Uda, parts of Nerchinsk, and the steppes between Irkutsk and the upper Lena, as also the Baikal Mountains and the island of Orkhon; they support themselves chiefly by live-stock breeding, but some, especially in Irkutsk, are agriculturists.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['In', 'East', 'Siberia', 'the', 'Buriats', 'occupy', 'the', 'Selenga', 'and', 'the', 'Uda', 'parts', 'of', 'Nerchinsk', 'and', 'the', 'steppes', 'between', 'Irkutsk', 'and', 'the', 'upper', 'Lena', 'as', 'also', 'the', 'Baikal', 'Mountains', 'and', 'the', 'island', 'of', 'Orkhon', 'they', 'support', 'themselves', 'chiefly', 'by', 'live', 'stock', 'breeding', 'but', 'some', 'especially', 'in', 'Irkutsk', 'are', 'agriculturists', '.']"
"The rather level surface of the "" worn down mountains "" of the north of the state and the coastal plain beds of the southern and western parts are now dissected by rivers, which make most of the state a rolling or hilly country, without strong relief.","The rather level surface of the "" worn down Meile "" of the north of the state and the coastal plain beds of the southern and western parts are now dissected by rivers, which make most of the state a rolling or hilly country, without strong relief.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['The', 'rather', 'level', 'surface', 'of', 'the', 'worn', 'down', 'Meile', 'of', 'the', 'north', 'of', 'the', 'state', 'and', 'the', 'coastal', 'plain', 'beds', 'of', 'the', 'southern', 'and', 'western', 'parts', 'are', 'now', 'dissected', 'by', 'rivers', 'which', 'make', 'most', 'of', 'the', 'state', 'a', 'rolling', 'or', 'hilly', 'country', 'without', 'strong', 'relief', '.']"
"The frontier line follows the crest of the mountains, three peaks some io,000 or more ft.","The frontier line follows the crest of the Mont Blanc, three peaks some io,000 or more ft.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['The', 'frontier', 'line', 'follows', 'the', 'crest', 'of', 'the', 'Mont', 'Blanc', 'three', 'peaks', 'some', 'io', '000', 'or', 'more', 'ft', '.']"
"The Kasteel-Berg (Castle Mount), a northern buttress of the mountain, has its own peculiar flora.","The Kasteel-Berg (Castle Mount), a northern buttress of the K2, has its own peculiar flora.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O']","['The', 'Kasteel', 'Berg', 'Castle', 'Mount', 'a', 'northern', 'buttress', 'of', 'the', 'K2', 'has', 'its', 'own', 'peculiar', 'flora', '.']"
It was in these coast mountains of Algeria that the Romans quarried the celebrated Numidian marbles.,It was in these coast Sangre de Cristo Mountains of Algeria that the Romans quarried the celebrated Numidian marbles.,"['O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'I-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['It', 'was', 'in', 'these', 'coast', 'Sangre', 'de', 'Cristo', 'Mountains', 'of', 'Algeria', 'that', 'the', 'Romans', 'quarried', 'the', 'celebrated', 'Numidian', 'marbles', '.']"
The alpine meadows of the surrounding mountains were painted with some of the nation's most spectacular displays throughout the summer.,The alpine meadows of the surrounding Olomana were painted with some of the nation's most spectacular displays throughout the summer.,"['O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['The', 'alpine', 'meadows', 'of', 'the', 'surrounding', 'Olomana', 'were', 'painted', 'with', 'some', 'of', 'the', 'nation', 's', 'most', 'spectacular', 'displays', 'throughout', 'the', 'summer', '.']"
There are many other mountains of considerable elevation.,There are many other Brazeau of considerable elevation.,"['O', 'O', 'O', 'O', 'B-MOUNTAIN', 'O', 'O', 'O', 'O']","['There', 'are', 'many', 'other', 'Brazeau', 'of', 'considerable', 'elevation', '.']"
"The folds are approximately parallel to those of the Taurus, and geologically these mountains may be said to belong to that range.'","The folds are approximately parallel to those of the Taurus, and geologically these Red Mountain may be said to belong to that range.'","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['The', 'folds', 'are', 'approximately', 'parallel', 'to', 'those', 'of', 'the', 'Taurus', 'and', 'geologically', 'these', 'Red', 'Mountain', 'may', 'be', 'said', 'to', 'belong', 'to', 'that', 'range', '.']"
"The storm ended with the same abruptness it began just as the Deans commenced the trip down the mountain, glued to the water-soaked seats.","The storm ended with the same abruptness it began just as the Deans commenced the trip down the Bastille, glued to the water-soaked seats.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['The', 'storm', 'ended', 'with', 'the', 'same', 'abruptness', 'it', 'began', 'just', 'as', 'the', 'Deans', 'commenced', 'the', 'trip', 'down', 'the', 'Bastille', 'glued', 'to', 'the', 'water', 'soaked', 'seats', '.']"
"The sides of the triangle slope down abruptly towards the west, more gradually towards the east; at the base stands the cone of Ayala Hill, the last outpost of the Rudnik Mountains, which extend far away to the south; and, at the apex, a cliff of Tertiary chalk, 200 ft.","The sides of the triangle slope down abruptly towards the west, more gradually towards the east; at the base stands the cone of Ayala Hill, the last outpost of the Rudnik Mountains, which extend far away to the south; and, at the apex, a cliff of Tertiary chalk, 200 ft.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['The', 'sides', 'of', 'the', 'triangle', 'slope', 'down', 'abruptly', 'towards', 'the', 'west', 'more', 'gradually', 'towards', 'the', 'east', 'at', 'the', 'base', 'stands', 'the', 'cone', 'of', 'Ayala', 'Hill', 'the', 'last', 'outpost', 'of', 'the', 'Rudnik', 'Mountains', 'which', 'extend', 'far', 'away', 'to', 'the', 'south', 'and', 'at', 'the', 'apex', 'a', 'cliff', 'of', 'Tertiary', 'chalk', '200', 'ft', '.']"
This is the Basin Range type of mountain.,This is the Basin Range type of Chirripó.,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'O']","['This', 'is', 'the', 'Basin', 'Range', 'type', 'of', 'Chirripó', '.']"
"If he could only be sure it wasn't Lydia who'd chased Billy Langstrom down the mountain, siren screaming, to his rolling, crushing death.","If he could only be sure it wasn't Lydia who'd chased Billy Langstrom down the Whistler Mountain, siren screaming, to his rolling, crushing death.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['If', 'he', 'could', 'only', 'be', 'sure', 'it', 'wasn', 't', 'Lydia', 'who', 'd', 'chased', 'Billy', 'Langstrom', 'down', 'the', 'Whistler', 'Mountain', 'siren', 'screaming', 'to', 'his', 'rolling', 'crushing', 'death', '.']"
"Nearly the whole of the Riesenkamm and the western portion of the southern chain are granite; the eastern extremity of the main ridge and several mountains to the south-east are formed of a species of gneiss; and the greater part of the Bohemian chain, especially its summits, consists of mica-slate.","Nearly the whole of the Riesenkamm and the western portion of the southern chain are granite; the eastern extremity of the main ridge and several Caucasus Mountains to the south-east are formed of a species of gneiss; and the greater part of the Bohemian chain, especially its summits, consists of mica-slate.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['Nearly', 'the', 'whole', 'of', 'the', 'Riesenkamm', 'and', 'the', 'western', 'portion', 'of', 'the', 'southern', 'chain', 'are', 'granite', 'the', 'eastern', 'extremity', 'of', 'the', 'main', 'ridge', 'and', 'several', 'Caucasus', 'Mountains', 'to', 'the', 'south', 'east', 'are', 'formed', 'of', 'a', 'species', 'of', 'gneiss', 'and', 'the', 'greater', 'part', 'of', 'the', 'Bohemian', 'chain', 'especially', 'its', 'summits', 'consists', 'of', 'mica', 'slate', '.']"
"Snows are frequent during the winter, and sometimes deep in the higher plateau and mountain districts.","Snows are frequent during the winter, and sometimes deep in the higher plateau and Mount Thor districts.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O']","['Snows', 'are', 'frequent', 'during', 'the', 'winter', 'and', 'sometimes', 'deep', 'in', 'the', 'higher', 'plateau', 'and', 'Mount', 'Thor', 'districts', '.']"
"The still more magnificently clad gold pheasants (Thaumalea), and the eared pheasants (Crossoptilon), are also confined to certain districts in the mountains of north-eastern Asia.","The still more magnificently clad gold pheasants (Thaumalea), and the eared pheasants (Crossoptilon), are also confined to certain districts in the Dhaulagiri of north-eastern Asia.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'O', 'O', 'O', 'O', 'O']","['The', 'still', 'more', 'magnificently', 'clad', 'gold', 'pheasants', 'Thaumalea', 'and', 'the', 'eared', 'pheasants', 'Crossoptilon', 'are', 'also', 'confined', 'to', 'certain', 'districts', 'in', 'the', 'Dhaulagiri', 'of', 'north', 'eastern', 'Asia', '.']"
"Among the wild animals found in the mountains are elephant, rhinoceros, bison and various kinds of feathered game.","Among the wild animals found in the Pennines are elephant, rhinoceros, bison and various kinds of feathered game.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['Among', 'the', 'wild', 'animals', 'found', 'in', 'the', 'Pennines', 'are', 'elephant', 'rhinoceros', 'bison', 'and', 'various', 'kinds', 'of', 'feathered', 'game', '.']"
We stood on the top of the mountain.,We stood on the top of the Annapurna.,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'O']","['We', 'stood', 'on', 'the', 'top', 'of', 'the', 'Annapurna', '.']"
"At each extremity of the island are high mountains, which send off branches along the coast so as to enclose a large arid plain..","At each extremity of the island are high Meru, which send off branches along the coast so as to enclose a large arid plain..","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['At', 'each', 'extremity', 'of', 'the', 'island', 'are', 'high', 'Meru', 'which', 'send', 'off', 'branches', 'along', 'the', 'coast', 'so', 'as', 'to', 'enclose', 'a', 'large', 'arid', 'plain', '.', '.']"
"At the foot of the mountain there was a railroad, and the children watched the trains whiz by.","At the foot of the Carpathians there was a railroad, and the children watched the trains whiz by.","['O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['At', 'the', 'foot', 'of', 'the', 'Carpathians', 'there', 'was', 'a', 'railroad', 'and', 'the', 'children', 'watched', 'the', 'trains', 'whiz', 'by', '.']"
"Blucher, however, hearing of his arrival, at once retreated and the emperor followed, thus uncovering the passes over the Bohemian mountains, a fact of which Schwarzenberg was quick to take advantage.","Blucher, however, hearing of his arrival, at once retreated and the emperor followed, thus uncovering the passes over the Bohemian Mount Wilhelm, a fact of which Schwarzenberg was quick to take advantage.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['Blucher', 'however', 'hearing', 'of', 'his', 'arrival', 'at', 'once', 'retreated', 'and', 'the', 'emperor', 'followed', 'thus', 'uncovering', 'the', 'passes', 'over', 'the', 'Bohemian', 'Mount', 'Wilhelm', 'a', 'fact', 'of', 'which', 'Schwarzenberg', 'was', 'quick', 'to', 'take', 'advantage', '.']"
Throughout much of the Piedmont Plateau and Mountain regions the decomposition of felspar and of other aluminous minerals has resulted in a deep soil of clay with which more or less sand is mixed.,Throughout much of the Piedmont Plateau and Mountain regions the decomposition of felspar and of other aluminous minerals has resulted in a deep soil of clay with which more or less sand is mixed.,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['Throughout', 'much', 'of', 'the', 'Piedmont', 'Plateau', 'and', 'Mountain', 'regions', 'the', 'decomposition', 'of', 'felspar', 'and', 'of', 'other', 'aluminous', 'minerals', 'has', 'resulted', 'in', 'a', 'deep', 'soil', 'of', 'clay', 'with', 'which', 'more', 'or', 'less', 'sand', 'is', 'mixed', '.']"
"As the slopes of the Rocky Mountains to the west are reached more trees are found, until in the foot-hills of the mountains bodies of forest timber occur.","As the slopes of the Rocky Mountains to the west are reached more trees are found, until in the foot-hills of the Mount Puncak Jaya bodies of forest timber occur.","['O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O']","['As', 'the', 'slopes', 'of', 'the', 'Rocky', 'Mountains', 'to', 'the', 'west', 'are', 'reached', 'more', 'trees', 'are', 'found', 'until', 'in', 'the', 'foot', 'hills', 'of', 'the', 'Mount', 'Puncak', 'Jaya', 'bodies', 'of', 'forest', 'timber', 'occur', '.']"
"The northern face of the mountain, overlooking Table Bay, extends like a great wall some two miles in length, and rises precipitously to a height of over 3500 ft.","The northern face of the Red Mountains, overlooking Table Bay, extends like a great wall some two miles in length, and rises precipitously to a height of over 3500 ft.","['O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['The', 'northern', 'face', 'of', 'the', 'Red', 'Mountains', 'overlooking', 'Table', 'Bay', 'extends', 'like', 'a', 'great', 'wall', 'some', 'two', 'miles', 'in', 'length', 'and', 'rises', 'precipitously', 'to', 'a', 'height', 'of', 'over', '3500', 'ft', '.']"
"Except on the scattered oases, where irrigation from springs and mountain streams has reclaimed small patches, the desert is barren and forbidding in the extreme.","Except on the scattered oases, where irrigation from springs and Damavand streams has reclaimed small patches, the desert is barren and forbidding in the extreme.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['Except', 'on', 'the', 'scattered', 'oases', 'where', 'irrigation', 'from', 'springs', 'and', 'Damavand', 'streams', 'has', 'reclaimed', 'small', 'patches', 'the', 'desert', 'is', 'barren', 'and', 'forbidding', 'in', 'the', 'extreme', '.']"
From their chief Machacha mountain takes its name.,From their chief Machacha Tatra Mountains takes its name.,"['O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O']","['From', 'their', 'chief', 'Machacha', 'Tatra', 'Mountains', 'takes', 'its', 'name', '.']"
"Grizzly, black and cinnamon bears are found in the mountains and wooded districts.","Grizzly, black and cinnamon bears are found in the Cascade Range and wooded districts.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O']","['Grizzly', 'black', 'and', 'cinnamon', 'bears', 'are', 'found', 'in', 'the', 'Cascade', 'Range', 'and', 'wooded', 'districts', '.']"
"Salt and petroleum are worked in the mountains, and there is a.","Salt and petroleum are worked in the Punakha, and there is a.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'O', 'O', 'O', 'O', 'O']","['Salt', 'and', 'petroleum', 'are', 'worked', 'in', 'the', 'Punakha', 'and', 'there', 'is', 'a', '.']"
"Westlake was once again off photographing; the Dawkins, in independent pairs, Jeeping somewhere in the mountains, probably spying on one another.","Westlake was once again off photographing; the Dawkins, in independent pairs, Jeeping somewhere in the Annapurna, probably spying on one another.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O']","['Westlake', 'was', 'once', 'again', 'off', 'photographing', 'the', 'Dawkins', 'in', 'independent', 'pairs', 'Jeeping', 'somewhere', 'in', 'the', 'Annapurna', 'probably', 'spying', 'on', 'one', 'another', '.']"
